codigo_aeronave,codigo_ocorrencia,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,orig_latitude,orig_longitude,dest_latitude,dest_longitude
30307,53419,PUAJI,3992,ULTRALEVE,,PARADISE,PISTÃO,1.0,720.0,2.0,2007.0,BRASIL,PET,EXPERIMENTAL,SBBP,SBBP,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,52.161599,4.4966571,52.161599,4.4966571
30324,53378,PUAKA,3992,ULTRALEVE,KAPPA 77,KP-2U-SOVA,PISTÃO,1.0,480.0,2.0,2003.0,BRASIL,PET,EXPERIMENTAL,SSZW,SSZW,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
30334,53105,PUAKK,3992,ULTRALEVE,JOAO L TEIXEIRA,PARADISE I,PISTÃO,1.0,720.0,2.0,2008.0,BRASIL,PET,EXPERIMENTAL,SNUA,SNUA,CRUZEIRO,PRIVADA,NENHUM,,2016-07-30,54.0331218,28.8481481,54.0331218,28.8481481
30340,52970,PUAKQ,3992,ULTRALEVE,,PARADISE I,PISTÃO,1.0,720.0,1.0,2008.0,BRASIL,PET,EXPERIMENTAL,SNOS,SNJR,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,45.1607374,15.6182768,36.3192729,41.8598585
30834,52971,PUCHE,3992,ULTRALEVE,,KR-LAC,PISTÃO,1.0,489.0,2.0,2005.0,BRASIL,PET,EXPERIMENTAL,SDJC,SDJC,DECOLAGEM,PRIVADA,DESTRUÍDA,,2016-07-30,-21.2307994,-48.2852386,-21.2307994,-48.2852386
30907,53557,PUCPC,3992,ULTRALEVE,,,,0.0,0.0,0.0,1992.0,BRASIL,PET,EXPERIMENTAL,SNGX,SNGX,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
31111,53150,PUDSJ,3992,,,,,0.0,0.0,0.0,0.0,BRASIL,PEX,EXPERIMENTAL,SDMJ,SDMJ,DECOLAGEM,EXPERIMENTAL,DESTRUÍDA,1.0,2016-07-30,-22.4108211,-46.90342384798537,-22.4108211,-46.90342384798537
31641,53191,PUGUL,3992,ULTRALEVE,MARCO AUGUSTO SCOBOZA GULIN,ASTRO AC-101,PISTÃO,1.0,420.0,2.0,2010.0,BRASIL,PET,EXPERIMENTAL,SDEM,SDEM,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-22.10377185,-51.45519923699747,-22.10377185,-51.45519923699747
31720,53555,PUHPM,3992,ULTRALEVE,,KR-2S,PISTÃO,1.0,510.0,2.0,2002.0,BRASIL,PET,EXPERIMENTAL,SNOG,SNOG,APROXIMAÇÃO FINAL,PRIVADA,DESTRUÍDA,,2016-07-30,41.1442452,44.8438848,41.1442452,44.8438848
31804,53580,PUINP,3992,ULTRALEVE,,CONQUEST,PISTÃO,1.0,650.0,2.0,2003.0,BRASIL,PET,EXPERIMENTAL,SSXO,SSOG,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.28990925,-52.13181125076649,-23.35378915,-51.491387491949524
31870,53236,PUJBI,3992,ULTRALEVE,,CONQUEST 160,PISTÃO,1.0,650.0,2.0,2005.0,BRASIL,PET,EXPERIMENTAL,SJQN,SJQN,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
31881,53418,PUJCA,3992,ULTRALEVE,,P 92 ECHO,PISTÃO,1.0,499.0,2.0,1998.0,BRASIL,PET,EXPERIMENTAL,SNDV,SNDV,DECOLAGEM,PRIVADA,DESTRUÍDA,1.0,2016-07-30,-20.18147045,-44.870044517354316,-20.18147045,-44.870044517354316
31954,53177,PUJJA,3992,ULTRALEVE,,,,0.0,0.0,0.0,0.0,BRASIL,PET,EXPERIMENTAL,SNOG,SNOG,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,2.0,2016-07-30,41.1442452,44.8438848,41.1442452,44.8438848
31965,53578,PUJJV,3992,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,KOLBFLYER SS,PISTÃO,1.0,598.0,2.0,2008.0,BRASIL,PET,EXPERIMENTAL,SWRO,SWRO,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,47.8555692,12.132655472527091,47.8555692,12.132655472527091
32135,53581,PUKLK,3992,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,STORM-30B,PISTÃO,1.0,540.0,2.0,2001.0,BRASIL,PET,EXPERIMENTAL,SBCA,SIJR,TÁXI,PRIVADA,LEVE,,2016-07-30,-25.000130749999997,-53.501257778932384,48.5211921,94.4946216
32411,53342,PUMAQ,3992,ULTRALEVE,INPAER INDUSTRIA PAULISTA E AERONÁUTICA,CONQUEST 180 LSA,PISTÃO,1.0,600.0,0.0,0.0,BRASIL,PET,EXPERIMENTAL,SBBI,SBMG,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-25.4048327,-49.231650952179585,-23.4761138,-52.014684538049366
32524,53181,PUMJG,3992,ULTRALEVE,,FOX V5,PISTÃO,1.0,417.0,2.0,1998.0,BRASIL,PET,EXPERIMENTAL,SIKC,SIKC,MANOBRA,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.2991554,-46.59673664382022,-23.2991554,-46.59673664382022
32542,53380,PUMLD,3992,ULTRALEVE,,CORSARIOMK III,PISTÃO,1.0,420.0,2.0,1997.0,BRASIL,PET,EXPERIMENTAL,SSNG,SSNG,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-29.7198571,-51.48996746113958,-29.7198571,-51.48996746113958
32554,53554,PUMLP,3992,ULTRALEVE,,CONQUEST 180,PISTÃO,1.0,650.0,2.0,2005.0,BRASIL,PET,EXPERIMENTAL,SSZR,SSZR,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,,2016-07-30,-27.90718635,-54.52187693431458,-27.90718635,-54.52187693431458
32933,52976,PUPEK,3992,ULTRALEVE,EDRA INDUSTRIA AERONAUTICA LTDA,SUPER PETREL LS,PISTÃO,1.0,600.0,2.0,2012.0,BRASIL,PET,EXPERIMENTAL,SBTD,SILQ,SUBIDA,PRIVADA,SUBSTANCIAL,1.0,2016-07-30,-24.686413199999997,-53.697093609839946,1.3017595,103.8586276
33313,53482,PURVZ,3992,ULTRALEVE,,RV-9A,PISTÃO,1.0,750.0,2.0,2007.0,BRASIL,PET,EXPERIMENTAL,SNMH,SNMH,MANOBRA,PRIVADA,DESTRUÍDA,2.0,2016-07-30,-15.8531579,-48.978603,-15.8531579,-48.978603
33762,53579,PUTRB,3992,ULTRALEVE,TRIKE ICAROS LTDA,ADVENTURE,PISTÃO,1.0,420.0,2.0,2005.0,BRASIL,PET,EXPERIMENTAL,SBVH,SBVH,DECOLAGEM,PRIVADA,SUBSTANCIAL,1.0,2016-07-30,-12.6940825,-60.09875397255124,-12.6940825,-60.09875397255124
34097,53381,PUYAN,3992,ULTRALEVE,ANTONINO MOTA,KOLBFLYER SS,PISTÃO,1.0,650.0,2.0,2011.0,BRASIL,PET,EXPERIMENTAL,SBBQ,SNKF,CRUZEIRO,PRIVADA,SUBSTANCIAL,1.0,2016-07-30,-21.27140395,-43.75937802241069,,
34210,30375,N600XL,3992,AVIÃO,EMBRAER,LEGACY 600,JATO,2.0,22500.0,15.0,2006.0,ESTADOS UNIDOS,TPP,PARTICULAR,SBSJ,SBEG,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.2286857,-45.86031987273927,-3.03553825,-60.04575303314657
34233,51673,PPDUR,3992,AVIÃO,BEECH AIRCRAFT,G58,PISTÃO,2.0,2495.0,0.0,0.0,BRASIL,TPP,PARTICULAR,SSER,SIXD,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-27.6632724,-52.27196339050296,-30.84535255,-55.565951796352614
34253,52989,PUVLC,3992,ULTRALEVE,,M22 FW,PISTÃO,1.0,600.0,,2014.0,BRASIL,PET,EXPERIMENTAL,SBTV,SNJD,CRUZEIRO,PRIVADA,NENHUM,,2016-07-30,,,37.7935816,57.5568422
34568,40047,CSTOD,4844,AVIÃO,AIRBUS INDUSTRIE,A340-541,JATO,4.0,237000.0,0.0,0.0,PORTUGAL,,,SBGL,SBGR,POUSO,REGULAR,NENHUM,,2016-07-30,-22.811305750000002,-43.25747587604714,-23.43779495,-46.481320528800595
34590,45588,ECGLE,5907,AVIÃO,AIRBUS INDUSTRIE,A340,JATO,2.0,237000.0,0.0,0.0,ESPANHA,,,LEMD,SBGL,DESCIDA,REGULAR,NENHUM,,2016-07-30,40.4948384,-3.5740806206811313,-22.811305750000002,-43.25747587604714
34604,46431,N988AR,5915,AVIÃO,MCDONNELL DOUGLAS,MD11,JATO,3.0,285990.0,0.0,0.0,ESTADOS UNIDOS,EXT,,KMIA,SBKP,POUSO,NÃO REGULAR,SUBSTANCIAL,,2016-07-30,25.7949789,-80.28672341095405,-23.00605625,-47.1418432690333
34612,46914,N114U,3992,AVIÃO,ROCKWELL,114,,1.0,1424.0,0.0,0.0,ESTADOS UNIDOS,TPP,PARTICULAR,SBBV,SWFN,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,2.8467389,-60.69088998008712,-3.0728082,-60.021215104009556
34638,52967,N6523N,3992,AVIÃO,CESSNA AIRCRAFT,N210,,,1724.0,,1978.0,ESTADOS UNIDOS,TPP,PARTICULAR,SBEG,SWSI,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-3.03553825,-60.04575303314657,,
34644,53204,PTCVR,1929,AVIÃO,CESSNA AIRCRAFT,172S,PISTÃO,1.0,1157.0,,,BRASIL,PRI,INSTRUÇÃO,SWNS,SWNS,TÁXI,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-16.228539400000003,-48.960982233490036,-16.228539400000003,-48.960982233490036
34649,53374,PRLGP,3992,AVIÃO,CESSNA AIRCRAFT,210R,,,1746.0,,1985.0,BRASIL,TPP,PARTICULAR,SBEK,SBIH,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,34.275445399999995,9.903812745204155
34651,53376,PRITO,3992,AVIÃO,CESSNA AIRCRAFT,210D,,,1406.0,,1964.0,BRASIL,TPP,PARTICULAR,SBJD,SWLC,ARREMETIDA NO AR,PRIVADA,DESTRUÍDA,1.0,2016-07-30,-23.18119415,-46.942913735809945,-17.834426,-50.9559705443272
34652,53403,HZIBN,1657,AVIÃO,EMBRAER,EMB-505,JATO,2.0,8150.0,,2010.0,ARÁBIA SAUDITA,EXT,,LIMC,EGLK,POUSO,PRIVADA,DESTRUÍDA,4.0,2016-07-30,45.629627299999996,8.723547468967393,51.3228059,-0.8405417
35117,53561,PRZVX,3992,AVIÃO,SLICK AIRCRAFT COMPANY,SLICK 540,PISTÃO,1.0,795.0,1.0,,BRASIL,PET,EXPERIMENTAL,SBSV,SBSV,MANOBRA,PRIVADA,SUBSTANCIAL,1.0,2016-07-30,-12.91102045,-38.3349721784498,-12.91102045,-38.3349721784498
36452,53470,PUXXX2,3992,ULTRALEVE,,,,,0.0,,2015.0,BRASIL,PET,EXPERIMENTAL,SDEN,SDEN,DECOLAGEM,PRIVADA,DESTRUÍDA,1.0,2016-07-30,-27.1663698,-48.6215934,-27.1663698,-48.6215934
36454,53473,PUXXX4,3992,ULTRALEVE,,,,,400.0,,2000.0,BRASIL,TPP,PARTICULAR,SDMH,SDMH,CRUZEIRO,PRIVADA,SUBSTANCIAL,1.0,2016-07-30,31.8317054,34.73857176018446,31.8317054,34.73857176018446
36455,53556,PUXXX5,3992,ULTRALEVE,,,,,0.0,,2015.0,BRASIL,PET,EXPERIMENTAL,SDMH,SDMH,CRUZEIRO,PRIVADA,DESTRUÍDA,1.0,2016-07-30,31.8317054,34.73857176018446,31.8317054,34.73857176018446
38934,60649,ZPBIL,3992,AVIÃO,BEECH AIRCRAFT,B36TC,PISTÃO,1.0,1746.0,,1997.0,PARAGUAI,EXT,,SDEN,SBNF,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-27.1663698,-48.6215934,-26.87842885,-48.649354164934465
